timestamp,action,hours_open,x_exchange,y_exchange,x_price,y_price,x_funding_rate,y_funding_rate,receiver,x_is_long,y_is_long
2025-11-08 16:36:23.423351,enter,0.0,hyperliquid,lighter,101854.0,101876.9,1.25e-05,0.0012,y,True,False
2025-11-08 16:37:23.423633,hold,0.016666745,hyperliquid,lighter,101853.0,101873.7,1.25e-05,0.0012,y,True,False
2025-11-08 16:38:23.423913,hold,0.03333348944444445,hyperliquid,lighter,101842.0,101912.2,1.25e-05,0.0012,y,True,False
2025-11-08 16:39:23.424161,hold,0.050000225,hyperliquid,lighter,101876.0,101914.1,1.25e-05,0.0012,y,True,False
2025-11-08 16:40:23.424392,hold,0.06666695583333333,hyperliquid,lighter,101876.0,101908.2,1.25e-05,0.0012,y,True,False
2025-11-08 16:41:23.424566,hold,0.08333367083333333,hyperliquid,lighter,101882.0,101898.6,1.25e-05,0.0012,y,True,False
2025-11-08 16:42:23.424747,hold,0.10000038777777778,hyperliquid,lighter,101873.0,101924.9,1.25e-05,0.0012,y,True,False
2025-11-08 16:43:23.425022,hold,0.11666713083333333,hyperliquid,lighter,101899.0,101795.9,1.25e-05,0.0012,y,True,False
2025-11-08 16:44:23.425270,hold,0.1333338663888889,hyperliquid,lighter,101781.0,101721.9,1.25e-05,0.0012,y,True,False
2025-11-08 16:45:23.425537,hold,0.15000060722222225,hyperliquid,lighter,101714.0,101723.9,1.25e-05,0.0012,y,True,False
2025-11-08 16:46:23.425781,hold,0.16666734166666666,hyperliquid,lighter,101700.0,101720.4,1.25e-05,0.0012,y,True,False
2025-11-08 16:47:23.426064,hold,0.18333408694444445,hyperliquid,lighter,101700.0,101741.1,1.25e-05,0.0012,y,True,False
2025-11-08 16:48:23.426271,hold,0.20000081111111112,hyperliquid,lighter,101710.0,101787.7,1.25e-05,0.0012,y,True,False
2025-11-08 16:49:23.426540,hold,0.2166675525,hyperliquid,lighter,101756.0,101767.9,1.25e-05,0.0012,y,True,False
2025-11-08 16:50:23.426818,hold,0.2333342963888889,hyperliquid,lighter,101746.0,101723.5,1.25e-05,0.0012,y,True,False
2025-11-08 16:51:23.427078,hold,0.2500010352777778,hyperliquid,lighter,101701.0,101755.9,1.25e-05,0.0012,y,True,False
2025-11-08 16:52:23.427330,hold,0.2666677719444444,hyperliquid,lighter,101719.0,101694.0,1.25e-05,0.0012,y,True,False
2025-11-08 16:53:23.427599,hold,0.2833345133333333,hyperliquid,lighter,101662.0,101749.0,1.25e-05,0.0012,y,True,False
2025-11-08 16:54:23.427839,hold,0.30000124666666667,hyperliquid,lighter,101708.0,101717.1,1.25e-05,0.0012,y,True,False
2025-11-08 16:55:23.428062,hold,0.3166679752777778,hyperliquid,lighter,101697.0,101756.6,1.25e-05,0.0012,y,True,False
2025-11-08 16:56:23.428565,hold,0.3333347816666667,hyperliquid,lighter,101716.0,101736.6,1.25e-05,0.0012,y,True,False
2025-11-08 16:57:23.428802,hold,0.35000151416666664,hyperliquid,lighter,101712.0,101774.4,1.25e-05,0.0012,y,True,False
2025-11-08 16:58:23.429057,hold,0.36666825166666667,hyperliquid,lighter,101746.0,101804.6,1.25e-05,0.0012,y,True,False
2025-11-08 16:59:23.429314,hold,0.38333498972222224,hyperliquid,lighter,101762.0,101836.3,1.25e-05,0.0012,y,True,False
2025-11-08 17:00:23.429548,hold,0.40000172138888884,hyperliquid,lighter,101815.0,101857.4,1.25e-05,0.0012,y,True,False
2025-11-08 17:01:23.429779,hold,0.4166684522222222,hyperliquid,lighter,101827.0,101809.6,1.25e-05,0.0012,y,True,False
2025-11-08 17:02:23.430039,hold,0.4333351911111111,hyperliquid,lighter,101776.0,101810.7,1.25e-05,0.0012,y,True,False
2025-11-08 17:03:23.430275,hold,0.45000192333333333,hyperliquid,lighter,101785.0,101743.4,1.25e-05,0.0012,y,True,False
2025-11-08 17:04:23.430515,hold,0.4666686566666667,hyperliquid,lighter,101722.0,101772.2,1.25e-05,0.0012,y,True,False
2025-11-08 17:05:23.430759,hold,0.48333539111111107,hyperliquid,lighter,101754.0,101744.2,1.25e-05,0.0012,y,True,False
2025-11-08 17:06:23.431021,hold,0.5000021305555555,hyperliquid,lighter,101719.0,101726.9,1.25e-05,0.0012,y,True,False
2025-11-08 17:07:23.431283,hold,0.51666887,hyperliquid,lighter,101704.0,101677.5,1.25e-05,0.0012,y,True,False
2025-11-08 17:08:23.431489,hold,0.5333355938888888,hyperliquid,lighter,101663.0,101609.3,1.25e-05,0.0012,y,True,False
2025-11-08 17:09:23.431756,hold,0.5500023347222223,hyperliquid,lighter,101568.0,101647.8,1.25e-05,0.0012,y,True,False
2025-11-08 17:10:23.432001,hold,0.5666690694444444,hyperliquid,lighter,101624.0,101574.2,1.25e-05,0.0012,y,True,False
2025-11-08 17:11:23.432273,hold,0.5833358116666667,hyperliquid,lighter,101552.0,101673.1,1.25e-05,0.0012,y,True,False
2025-11-08 17:12:23.432528,hold,0.6000025491666666,hyperliquid,lighter,101638.0,101653.1,1.25e-05,0.0012,y,True,False
2025-11-08 17:13:23.432798,hold,0.6166692908333333,hyperliquid,lighter,101624.0,101634.0,1.25e-05,0.0012,y,True,False
2025-11-08 17:14:23.433001,hold,0.6333360138888888,hyperliquid,lighter,101596.0,101628.9,1.25e-05,0.0012,y,True,False
2025-11-08 17:15:23.433258,hold,0.6500027519444445,hyperliquid,lighter,101608.0,101677.0,1.25e-05,0.0012,y,True,False
2025-11-08 17:16:23.433520,hold,0.666669491388889,hyperliquid,lighter,101649.0,101729.4,1.25e-05,0.0012,y,True,False
2025-11-08 17:17:23.433816,hold,0.6833362402777777,hyperliquid,lighter,101696.0,101720.2,1.25e-05,0.0012,y,True,False
2025-11-08 17:18:23.434294,hold,0.7000030397222223,hyperliquid,lighter,101695.0,101711.0,1.25e-05,0.0012,y,True,False
2025-11-08 17:19:23.434551,hold,0.7166697777777777,hyperliquid,lighter,101683.0,101771.3,1.25e-05,0.0012,y,True,False
2025-11-08 17:20:23.434774,hold,0.7333365063888889,hyperliquid,lighter,101735.0,101747.4,1.25e-05,0.0012,y,True,False
2025-11-08 17:21:23.435024,hold,0.7500032425,hyperliquid,lighter,101732.0,101777.9,1.25e-05,0.0012,y,True,False
2025-11-08 17:22:23.435287,hold,0.7666699822222222,hyperliquid,lighter,101754.0,101813.5,1.25e-05,0.0012,y,True,False
2025-11-08 17:23:23.435472,hold,0.7833367002777778,hyperliquid,lighter,101806.0,101851.9,1.25e-05,0.0012,y,True,False
2025-11-08 17:24:23.435729,hold,0.8000034383333333,hyperliquid,lighter,101815.0,101784.5,1.25e-05,0.0012,y,True,False
2025-11-08 17:25:23.435967,hold,0.8166701711111111,hyperliquid,lighter,101778.0,101801.7,1.25e-05,0.0012,y,True,False
2025-11-08 17:26:23.436185,hold,0.8333368983333334,hyperliquid,lighter,101788.0,101829.2,1.25e-05,0.0012,y,True,False
2025-11-08 17:27:23.436409,hold,0.8500036272222222,hyperliquid,lighter,101803.0,101805.3,1.25e-05,0.0012,y,True,False
2025-11-08 17:28:23.436581,hold,0.8666703416666667,hyperliquid,lighter,101778.0,101768.5,1.25e-05,0.0012,y,True,False
2025-11-08 17:29:23.436817,hold,0.8833370738888888,hyperliquid,lighter,101761.0,101781.3,1.25e-05,0.0012,y,True,False
2025-11-08 17:30:23.437052,hold,0.9000038058333333,hyperliquid,lighter,101764.0,101768.1,1.25e-05,0.0012,y,True,False
2025-11-08 17:31:23.437283,hold,0.9166705366666666,hyperliquid,lighter,101771.0,101767.9,1.25e-05,0.0012,y,True,False
2025-11-08 17:32:23.437540,hold,0.9333372747222222,hyperliquid,lighter,101763.0,101800.1,1.25e-05,0.0012,y,True,False
